location-to,date,partygroup,count
Melbourne,20/09/2014,Coalition,2
Melbourne,20/09/2014,Greens,2
Melbourne,20/09/2014,Independent,2
Sydney,20/09/2014,Greens,2
Sydney,20/09/2014,Coalition,3
Brisbane,21/09/2014,Labor,2
Brisbane,21/09/2014,Coalition,5
Melbourne,21/09/2014,Labor,9
Melbourne,21/09/2014,Coalition,11
Perth,21/09/2014,Coalition,2
Sydney,21/09/2014,Labor,2
Sydney,21/09/2014,Coalition,8
Melbourne,22/09/2014,Coalition,2
Melbourne,22/09/2014,Labor,2
Sydney,22/09/2014,Coalition,2
Sydney,22/09/2014,Labor,2
Darwin,23/09/2014,Labor,3
Sydney,23/09/2014,Labor,6
Melbourne,24/09/2014,Coalition,2
Melbourne,24/09/2014,Labor,3
Sydney,24/09/2014,Labor,2
Sydney,24/09/2014,Coalition,5
Adelaide,25/09/2014,Labor,2
Adelaide,25/09/2014,Coalition,5
Brisbane,25/09/2014,Labor,4
Brisbane,25/09/2014,Coalition,12
Coolangatta,25/09/2014,Coalition,2
Melbourne,25/09/2014,Labor,9
Melbourne,25/09/2014,Coalition,19
Perth,25/09/2014,Labor,2
Perth,25/09/2014,Coalition,5
Sydney,25/09/2014,Labor,9
Sydney,25/09/2014,Coalition,14
Adelaide,26/09/2014,Greens,2
Adelaide,26/09/2014,Labor,5
Adelaide,26/09/2014,Coalition,6
Brisbane,26/09/2014,Independent,2
Brisbane,26/09/2014,Coalition,7
Brisbane,26/09/2014,Labor,8
Devonport,26/09/2014,Coalition,2
Hobart,26/09/2014,Coalition,3
Melbourne,26/09/2014,Greens,2
Melbourne,26/09/2014,Labor,17
Melbourne,26/09/2014,Coalition,28
Perth,26/09/2014,Greens,2
Perth,26/09/2014,Labor,2
Perth,26/09/2014,Coalition,9
Sydney,26/09/2014,Greens,2
Sydney,26/09/2014,Coalition,5
Sydney,26/09/2014,Labor,12
Brisbane,27/09/2014,Coalition,5
Hobart,27/09/2014,Labor,2
Melbourne,27/09/2014,Labor,2
Melbourne,27/09/2014,Coalition,3
Adelaide,28/09/2014,Coalition,2
Brisbane,28/09/2014,Coalition,7
Melbourne,28/09/2014,Labor,3
Melbourne,28/09/2014,Coalition,7
Sydney,28/09/2014,Labor,2
Sydney,28/09/2014,Coalition,7
Brisbane,29/09/2014,Coalition,4
Coolangatta,29/09/2014,Labor,2
Devonport,29/09/2014,Labor,2
Melbourne,29/09/2014,Independent,4
Melbourne,29/09/2014,Coalition,11
Melbourne,29/09/2014,Labor,13
Sydney,29/09/2014,Labor,8
Sydney,29/09/2014,Coalition,12
Coolangatta,30/09/2014,Coalition,4
Melbourne,30/09/2014,Labor,2
Sydney,30/09/2014,Coalition,6
Brisbane,01/10/2014,Labor,3
Melbourne,01/10/2014,Coalition,4
Perth,01/10/2014,Coalition,6
Port Macquarie,01/10/2014,Coalition,4
Sydney,01/10/2014,Coalition,4
Adelaide,02/10/2014,Labor,3
Adelaide,02/10/2014,Coalition,5
Brisbane,02/10/2014,Independent,2
Brisbane,02/10/2014,Labor,7
Brisbane,02/10/2014,Coalition,20
Coolangatta,02/10/2014,Coalition,6
Darwin,02/10/2014,Labor,2
Hobart,02/10/2014,Coalition,2
Melbourne,02/10/2014,Coalition,13
Melbourne,02/10/2014,Labor,16
Perth,02/10/2014,Labor,3
Perth,02/10/2014,Coalition,9
Sydney,02/10/2014,Greens,2
Sydney,02/10/2014,Coalition,8
Sydney,02/10/2014,Labor,8
Adelaide,03/10/2014,FFP,2
Adelaide,03/10/2014,Greens,2
Adelaide,03/10/2014,Labor,4
Adelaide,03/10/2014,Coalition,6
Brisbane,03/10/2014,Labor,6
Brisbane,03/10/2014,Coalition,17
Bundaberg,03/10/2014,Coalition,5
Cairns,03/10/2014,Coalition,3
Devonport,03/10/2014,Coalition,2
Hobart,03/10/2014,Coalition,2
Hobart,03/10/2014,Labor,2
Kununurra,03/10/2014,Labor,2
Melbourne,03/10/2014,Greens,3
Melbourne,03/10/2014,Labor,20
Melbourne,03/10/2014,Coalition,21
Perth,03/10/2014,Labor,2
Perth,03/10/2014,PUP,3
Perth,03/10/2014,Coalition,9
Sydney,03/10/2014,Coalition,8
Sydney,03/10/2014,Labor,8
Alice Springs,04/10/2014,Labor,2
Brisbane,04/10/2014,Coalition,3
Melbourne,04/10/2014,Coalition,2
Perth,04/10/2014,Coalition,2
Roma,04/10/2014,Coalition,2
Sydney,04/10/2014,Coalition,2
Sydney,04/10/2014,Labor,3
Melbourne,05/10/2014,Coalition,2
Melbourne,05/10/2014,Labor,2
Perth,05/10/2014,Labor,2
Perth,05/10/2014,Coalition,3
Brisbane,06/10/2014,Coalition,6
Geraldton,06/10/2014,Coalition,2
Melbourne,06/10/2014,Coalition,6
Perth,06/10/2014,Coalition,2
Sydney,06/10/2014,Coalition,2
Brisbane,07/10/2014,Coalition,5
Groote Eylandt,07/10/2014,Labor,5
Melbourne,07/10/2014,Greens,2
Melbourne,07/10/2014,Labor,3
Melbourne,07/10/2014,Coalition,9
Perth,07/10/2014,Labor,3
Perth,07/10/2014,Coalition,6
Sydney,07/10/2014,Coalition,6
Sydney,07/10/2014,Labor,6
Adelaide,08/10/2014,Coalition,3
Adelaide,08/10/2014,Labor,3
Brisbane,08/10/2014,Labor,3
Karratha,08/10/2014,Coalition,2
Melbourne,08/10/2014,Coalition,10
Melbourne,08/10/2014,Labor,10
Sydney,08/10/2014,Labor,6
Sydney,08/10/2014,Coalition,11
Adelaide,09/10/2014,Labor,3
Adelaide,09/10/2014,Coalition,5
Brisbane,09/10/2014,Labor,2
Melbourne,09/10/2014,Coalition,3
Melbourne,09/10/2014,Greens,3
Melbourne,09/10/2014,Labor,5
Perth,09/10/2014,Labor,2
Perth,09/10/2014,Coalition,4
Sydney,09/10/2014,Labor,4
Sydney,09/10/2014,Coalition,7
Albury,10/10/2014,Coalition,2
Armidale,10/10/2014,Coalition,2
Brisbane,10/10/2014,Greens,2
Brisbane,10/10/2014,Coalition,3
Darwin,10/10/2014,Labor,4
Launceston,10/10/2014,Coalition,2
Melbourne,10/10/2014,Greens,3
Melbourne,10/10/2014,Labor,6
Melbourne,10/10/2014,Coalition,7
Perth,10/10/2014,Coalition,6
Sydney,10/10/2014,Coalition,4
Sydney,10/10/2014,Labor,9
Brisbane,11/10/2014,Labor,2
Darwin,11/10/2014,Coalition,2
Melbourne,11/10/2014,Coalition,6
Stradbroke Island,11/10/2014,Coalition,2
Sydney,11/10/2014,Coalition,4
Wagga Wagga,11/10/2014,Coalition,2
Melbourne,12/10/2014,Coalition,4
Melbourne,12/10/2014,Labor,4
Sydney,12/10/2014,Labor,4
Sydney,12/10/2014,Coalition,6
Tamworth,12/10/2014,Coalition,2
Adelaide,13/10/2014,Coalition,2
Adelaide,13/10/2014,Labor,4
Brisbane,13/10/2014,Coalition,4
Melbourne,13/10/2014,Greens,2
Melbourne,13/10/2014,Coalition,9
Melbourne,13/10/2014,Labor,10
Perth,13/10/2014,Greens,2
Sydney,13/10/2014,Labor,4
Sydney,13/10/2014,Coalition,11
Adelaide,14/10/2014,Coalition,2
Adelaide,14/10/2014,Labor,3
Brisbane,14/10/2014,Labor,2
Brisbane,14/10/2014,Coalition,3
Melbourne,14/10/2014,Labor,6
Melbourne,14/10/2014,Coalition,10
Perth,14/10/2014,Coalition,3
Sydney,14/10/2014,Coalition,5
Sydney,14/10/2014,Labor,6
Townsville,14/10/2014,Labor,2
Adelaide,15/10/2014,Greens,2
Adelaide,15/10/2014,Coalition,3
Brisbane,15/10/2014,Labor,4
Brisbane,15/10/2014,Coalition,5
Cairns,15/10/2014,Labor,2
Hobart,15/10/2014,Labor,2
Melbourne,15/10/2014,Coalition,9
Melbourne,15/10/2014,Labor,9
Sydney,15/10/2014,Coalition,6
Sydney,15/10/2014,Labor,7
Adelaide,16/10/2014,Greens,2
Brisbane,16/10/2014,Coalition,5
Melbourne,16/10/2014,Greens,2
Melbourne,16/10/2014,Coalition,9
Melbourne,16/10/2014,Labor,10
Perth,16/10/2014,Labor,2
Sydney,16/10/2014,Labor,4
Sydney,16/10/2014,Coalition,11
Adelaide,17/10/2014,Coalition,4
Adelaide,17/10/2014,Labor,4
Brisbane,17/10/2014,Greens,2
Brisbane,17/10/2014,Labor,3
Brisbane,17/10/2014,Coalition,8
Karratha,17/10/2014,Coalition,2
Melbourne,17/10/2014,Coalition,3
Melbourne,17/10/2014,Labor,9
Perth,17/10/2014,Coalition,5
Sydney,17/10/2014,Coalition,3
Sydney,17/10/2014,Labor,6
Tamworth,17/10/2014,Coalition,4
Brisbane,18/10/2014,Coalition,2
Melbourne,18/10/2014,Labor,2
Melbourne,18/10/2014,Coalition,4
Perth,18/10/2014,Coalition,2
Sydney,18/10/2014,Coalition,2
Sydney,18/10/2014,Labor,8
Brisbane,19/10/2014,Coalition,5
Melbourne,19/10/2014,Greens,2
Melbourne,19/10/2014,Labor,5
Melbourne,19/10/2014,Coalition,13
Perth,19/10/2014,Coalition,2
Sydney,19/10/2014,Coalition,3
Sydney,19/10/2014,Labor,4
Adelaide,20/10/2014,Labor,2
Melbourne,20/10/2014,Coalition,2
Melbourne,21/10/2014,Labor,3
Melbourne,22/10/2014,Labor,2
Sydney,22/10/2014,Coalition,4
Adelaide,23/10/2014,Coalition,2
Adelaide,23/10/2014,Labor,3
Brisbane,23/10/2014,Labor,8
Brisbane,23/10/2014,Coalition,15
Coolangatta,23/10/2014,Coalition,2
Hervey Bay,23/10/2014,Coalition,2
Melbourne,23/10/2014,Independent,2
Melbourne,23/10/2014,Greens,5
Melbourne,23/10/2014,Coalition,12
Melbourne,23/10/2014,Labor,17
Perth,23/10/2014,Coalition,10
Sydney,23/10/2014,Coalition,11
Sydney,23/10/2014,Labor,13
Adelaide,24/10/2014,Greens,2
Adelaide,24/10/2014,Labor,5
Adelaide,24/10/2014,Coalition,12
Brisbane,24/10/2014,Labor,2
Brisbane,24/10/2014,Coalition,11
Broome,24/10/2014,Coalition,2
Dubbo,24/10/2014,Coalition,3
Hobart,24/10/2014,Coalition,3
Mackay,24/10/2014,Coalition,2
Melbourne,24/10/2014,Independent,2
Melbourne,24/10/2014,Labor,10
Melbourne,24/10/2014,Coalition,21
Perth,24/10/2014,Labor,6
Perth,24/10/2014,Coalition,8
Sydney,24/10/2014,AUS,2
Sydney,24/10/2014,Labor,10
Sydney,24/10/2014,Coalition,14
Perth,25/10/2014,Coalition,2
Sydney,25/10/2014,Labor,3
Sydney,25/10/2014,Coalition,4
Townsville,25/10/2014,AUS,2
Adelaide,26/10/2014,Coalition,3
Brisbane,26/10/2014,Coalition,5
Melbourne,26/10/2014,Independent,3
Melbourne,26/10/2014,Labor,7
Melbourne,26/10/2014,Coalition,18
Sydney,26/10/2014,Labor,5
Sydney,26/10/2014,Coalition,9
Melbourne,27/10/2014,Labor,2
Melbourne,27/10/2014,Coalition,4
Sydney,27/10/2014,Coalition,3
Sydney,27/10/2014,Labor,7
Melbourne,28/10/2014,Labor,3
Sydney,28/10/2014,Labor,4
Adelaide,29/10/2014,Labor,2
Melbourne,29/10/2014,Coalition,2
Perth,29/10/2014,Coalition,2
Albany,30/10/2014,Coalition,2
Brisbane,30/10/2014,Labor,2
Brisbane,30/10/2014,Coalition,17
Darwin,30/10/2014,CLP,2
Melbourne,30/10/2014,Labor,12
Melbourne,30/10/2014,Coalition,16
Mildura,30/10/2014,Coalition,2
Perth,30/10/2014,Labor,2
Perth,30/10/2014,Coalition,13
Sydney,30/10/2014,Labor,6
Sydney,30/10/2014,Coalition,11
Adelaide,31/10/2014,Greens,2
Adelaide,31/10/2014,Labor,7
Adelaide,31/10/2014,Coalition,9
Albany,31/10/2014,Labor,3
Brisbane,31/10/2014,Independent,2
Brisbane,31/10/2014,Labor,8
Brisbane,31/10/2014,Coalition,12
Devonport,31/10/2014,Coalition,2
Hobart,31/10/2014,Coalition,2
Hobart,31/10/2014,Labor,6
Launceston,31/10/2014,Coalition,2
Mackay,31/10/2014,Coalition,2
Melbourne,31/10/2014,Greens,3
Melbourne,31/10/2014,Coalition,24
Melbourne,31/10/2014,Labor,24
Mount Gambier,31/10/2014,Coalition,2
Perth,31/10/2014,Labor,5
Perth,31/10/2014,Coalition,9
Sydney,31/10/2014,Greens,3
Sydney,31/10/2014,Independent,3
Sydney,31/10/2014,Labor,11
Sydney,31/10/2014,Coalition,12
Brisbane,01/11/2014,Coalition,3
Horn Island,01/11/2014,Coalition,2
Melbourne,01/11/2014,Labor,2
Townsville,01/11/2014,Coalition,2
Cairns,02/11/2014,Coalition,3
Hobart,02/11/2014,Labor,2
Melbourne,02/11/2014,Labor,3
Melbourne,02/11/2014,Coalition,17
Perth,02/11/2014,Coalition,4
Perth,02/11/2014,Labor,5
Sydney,02/11/2014,Coalition,2
Sydney,02/11/2014,Labor,3
Adelaide,03/11/2014,Labor,2
Alice Springs,03/11/2014,Labor,2
Brisbane,03/11/2014,Coalition,3
Melbourne,03/11/2014,Labor,4
Melbourne,03/11/2014,Coalition,9
Perth,03/11/2014,Labor,3
Perth,03/11/2014,Coalition,4
Sydney,03/11/2014,Labor,3
Sydney,03/11/2014,Coalition,9
Adelaide,04/11/2014,Coalition,5
Brisbane,04/11/2014,Coalition,3
Cairns,04/11/2014,Coalition,2
Cairns,04/11/2014,Labor,2
Horn Island,04/11/2014,Labor,3
Karratha,04/11/2014,Coalition,2
Launceston,04/11/2014,Coalition,3
Learmonth,04/11/2014,Coalition,2
Melbourne,04/11/2014,Independent,2
Melbourne,04/11/2014,Coalition,3
Melbourne,04/11/2014,Labor,7
Perth,04/11/2014,Coalition,3
Sydney,04/11/2014,Greens,2
Sydney,04/11/2014,Coalition,7
Sydney,04/11/2014,Labor,19
Adelaide,05/11/2014,Labor,4
Brisbane,05/11/2014,Coalition,4
Brisbane,05/11/2014,Labor,6
Broome,05/11/2014,Coalition,2
Cairns,05/11/2014,Coalition,3
Cairns,05/11/2014,Labor,3
Horn Island,05/11/2014,Coalition,2
Horn Island,05/11/2014,Labor,2
Melbourne,05/11/2014,Coalition,3
Melbourne,05/11/2014,Labor,19
Moree,05/11/2014,Coalition,2
Perth,05/11/2014,Labor,2
Perth,05/11/2014,Coalition,6
Rockhampton,05/11/2014,Labor,2
Sydney,05/11/2014,Coalition,7
Sydney,05/11/2014,Labor,16
Adelaide,06/11/2014,Coalition,2
Brisbane,06/11/2014,Labor,4
Brisbane,06/11/2014,Coalition,8
Darwin,06/11/2014,Labor,2
Melbourne,06/11/2014,Coalition,3
Melbourne,06/11/2014,Labor,4
Perth,06/11/2014,Coalition,3
Sydney,06/11/2014,Labor,4
Sydney,06/11/2014,Coalition,8
Adelaide,07/11/2014,Coalition,2
Brisbane,07/11/2014,Coalition,2
Brisbane,07/11/2014,Labor,3
Melbourne,07/11/2014,Greens,2
Melbourne,07/11/2014,Labor,3
Melbourne,07/11/2014,Coalition,5
Perth,07/11/2014,Coalition,2
Sydney,07/11/2014,Labor,3
Sydney,07/11/2014,Coalition,6
Adelaide,08/11/2014,Coalition,2
Brisbane,08/11/2014,Labor,3
Melbourne,08/11/2014,Coalition,2
Melbourne,08/11/2014,Greens,3
Melbourne,08/11/2014,Labor,3
Sydney,08/11/2014,Coalition,2
Sydney,08/11/2014,Labor,3
Adelaide,09/11/2014,Greens,3
Brisbane,09/11/2014,Labor,4
Brisbane,09/11/2014,Coalition,6
Devonport,09/11/2014,Coalition,2
Hobart,09/11/2014,Greens,2
Melbourne,09/11/2014,Greens,5
Sydney,09/11/2014,Greens,2
Sydney,09/11/2014,Labor,2
Sydney,09/11/2014,Coalition,4
Brisbane,10/11/2014,Coalition,7
Melbourne,10/11/2014,Coalition,2
Melbourne,10/11/2014,Labor,4
Perth,10/11/2014,Greens,2
Perth,10/11/2014,Labor,3
Sydney,10/11/2014,Coalition,7
Sydney,10/11/2014,Labor,12
Adelaide,11/11/2014,Labor,2
Adelaide,11/11/2014,Coalition,3
Launceston,11/11/2014,Coalition,2
Melbourne,11/11/2014,Coalition,7
Melbourne,11/11/2014,Labor,7
Perth,11/11/2014,Labor,2
Perth,11/11/2014,Coalition,3
Sydney,11/11/2014,Labor,4
Sydney,11/11/2014,Coalition,6
Brisbane,12/11/2014,Coalition,4
Brisbane,12/11/2014,Labor,5
Cairns,12/11/2014,Labor,2
Darwin,12/11/2014,Labor,2
Hobart,12/11/2014,Labor,2
Hobart,12/11/2014,Coalition,3
Kalgoorlie,12/11/2014,Coalition,2
Melbourne,12/11/2014,Greens,2
Melbourne,12/11/2014,Labor,9
Melbourne,12/11/2014,Coalition,11
Perth,12/11/2014,Coalition,2
Sydney,12/11/2014,Greens,2
Sydney,12/11/2014,Labor,10
Sydney,12/11/2014,Coalition,13
Brisbane,13/11/2014,Coalition,10
Hobart,13/11/2014,Coalition,2
Melbourne,13/11/2014,Labor,4
Melbourne,13/11/2014,Coalition,9
Perth,13/11/2014,Coalition,2
Sydney,13/11/2014,Greens,2
Sydney,13/11/2014,Labor,7
Sydney,13/11/2014,Coalition,10
Adelaide,14/11/2014,Coalition,5
Adelaide,14/11/2014,Labor,6
Alice Springs,14/11/2014,CLP,2
Brisbane,14/11/2014,Labor,5
Brisbane,14/11/2014,Coalition,14
Coolangatta,14/11/2014,Coalition,2
Hobart,14/11/2014,Coalition,2
Launceston,14/11/2014,Coalition,2
Mackay,14/11/2014,Coalition,2
Melbourne,14/11/2014,Greens,3
Melbourne,14/11/2014,Labor,21
Melbourne,14/11/2014,Coalition,24
Perth,14/11/2014,Labor,3
Perth,14/11/2014,Coalition,5
Sydney,14/11/2014,Greens,2
Sydney,14/11/2014,Labor,15
Sydney,14/11/2014,Coalition,20
Brisbane,15/11/2014,Coalition,4
Brisbane,15/11/2014,Labor,8
Melbourne,15/11/2014,Labor,2
Sydney,15/11/2014,Coalition,3
Brisbane,16/11/2014,Labor,3
Brisbane,16/11/2014,Coalition,4
Melbourne,16/11/2014,Coalition,6
Melbourne,16/11/2014,Labor,7
Sydney,16/11/2014,Labor,5
Sydney,16/11/2014,Coalition,12
Brisbane,17/11/2014,Coalition,4
Melbourne,17/11/2014,Coalition,3
Melbourne,17/11/2014,Labor,8
Sydney,17/11/2014,Coalition,6
Sydney,17/11/2014,Labor,8
Adelaide,18/11/2014,Labor,3
Adelaide,18/11/2014,Coalition,11
Brisbane,18/11/2014,Labor,4
Brisbane,18/11/2014,Coalition,14
Hervey Bay,18/11/2014,Coalition,2
Hobart,18/11/2014,Coalition,3
Melbourne,18/11/2014,Coalition,19
Melbourne,18/11/2014,Labor,22
Moree,18/11/2014,Coalition,2
Perth,18/11/2014,Coalition,7
Sydney,18/11/2014,Independent,2
Sydney,18/11/2014,Labor,10
Sydney,18/11/2014,Coalition,20
Adelaide,19/11/2014,Labor,2
Brisbane,19/11/2014,Labor,3
Brisbane,19/11/2014,Coalition,4
Hobart,19/11/2014,Labor,2
Melbourne,19/11/2014,Greens,2
Melbourne,19/11/2014,Coalition,4
Melbourne,19/11/2014,Labor,4
Perth,19/11/2014,Coalition,2
Sydney,19/11/2014,Labor,6
Sydney,19/11/2014,Coalition,11
Adelaide,20/11/2014,Coalition,3
Adelaide,20/11/2014,Labor,5
Brisbane,20/11/2014,AUS,2
Brisbane,20/11/2014,Independent,2
Brisbane,20/11/2014,Labor,3
Brisbane,20/11/2014,Coalition,4
Hobart,20/11/2014,Coalition,2
Hobart,20/11/2014,Labor,3
Melbourne,20/11/2014,PUP,2
Melbourne,20/11/2014,Coalition,5
Melbourne,20/11/2014,Labor,7
Perth,20/11/2014,Coalition,2
Perth,20/11/2014,PUP,3
Sydney,20/11/2014,Labor,7
Sydney,20/11/2014,Coalition,8
Adelaide,21/11/2014,Labor,2
Adelaide,21/11/2014,Coalition,6
Brisbane,21/11/2014,Labor,3
Brisbane,21/11/2014,Coalition,9
Coffs Harbour,21/11/2014,Coalition,2
Melbourne,21/11/2014,Greens,2
Melbourne,21/11/2014,Labor,5
Melbourne,21/11/2014,Coalition,11
Perth,21/11/2014,Greens,2
Perth,21/11/2014,Coalition,4
Sydney,21/11/2014,Greens,3
Sydney,21/11/2014,Labor,6
Sydney,21/11/2014,Coalition,12
Townsville,21/11/2014,Coalition,11
Brisbane,22/11/2014,Coalition,7
Melbourne,22/11/2014,Coalition,2
Sydney,22/11/2014,Coalition,5
Brisbane,23/11/2014,Coalition,12
Melbourne,23/11/2014,Independent,2
Melbourne,23/11/2014,Labor,7
Melbourne,23/11/2014,Coalition,10
Sydney,23/11/2014,Labor,3
Sydney,23/11/2014,Coalition,12
Brisbane,25/11/2014,Coalition,3
Melbourne,25/11/2014,Labor,2
Sydney,25/11/2014,Coalition,3
Melbourne,26/11/2014,Coalition,2
Melbourne,26/11/2014,Labor,2
Sydney,26/11/2014,Coalition,4
Adelaide,27/11/2014,Labor,4
Adelaide,27/11/2014,Coalition,5
Brisbane,27/11/2014,Independent,2
Brisbane,27/11/2014,Labor,3
Brisbane,27/11/2014,Coalition,15
Coolangatta,27/11/2014,Coalition,2
Melbourne,27/11/2014,Greens,3
Melbourne,27/11/2014,Coalition,10
Melbourne,27/11/2014,Labor,14
Perth,27/11/2014,Labor,2
Perth,27/11/2014,Coalition,9
Sydney,27/11/2014,Coalition,11
Sydney,27/11/2014,Labor,17
Adelaide,28/11/2014,Labor,2
Adelaide,28/11/2014,Coalition,7
Brisbane,28/11/2014,Labor,9
Brisbane,28/11/2014,Coalition,14
Devonport,28/11/2014,Coalition,2
Dubbo,28/11/2014,Coalition,2
Hobart,28/11/2014,Coalition,2
Hobart,28/11/2014,Labor,4
Launceston,28/11/2014,Coalition,2
Melbourne,28/11/2014,Independent,2
Melbourne,28/11/2014,Greens,3
Melbourne,28/11/2014,Labor,14
Melbourne,28/11/2014,Coalition,18
Perth,28/11/2014,Greens,2
Perth,28/11/2014,Coalition,5
Sydney,28/11/2014,Labor,10
Sydney,28/11/2014,Coalition,15
Melbourne,29/11/2014,Coalition,2
Melbourne,29/11/2014,Labor,2
Sydney,29/11/2014,Labor,2
Sydney,29/11/2014,Coalition,4
Brisbane,30/11/2014,Coalition,4
Melbourne,30/11/2014,Greens,2
Melbourne,30/11/2014,Labor,3
Melbourne,30/11/2014,Coalition,12
Sydney,30/11/2014,CLP,2
Sydney,30/11/2014,Labor,5
Sydney,30/11/2014,Coalition,6
Melbourne,01/12/2014,Coalition,2
Melbourne,01/12/2014,Labor,3
Sydney,01/12/2014,Labor,2
Brisbane,02/12/2014,Coalition,2
Melbourne,02/12/2014,Labor,2
Melbourne,02/12/2014,Coalition,3
Sydney,02/12/2014,Coalition,2
Melbourne,03/12/2014,Coalition,3
Melbourne,03/12/2014,Labor,3
Adelaide,04/12/2014,Labor,2
Brisbane,04/12/2014,Coalition,2
Brisbane,04/12/2014,Labor,6
Melbourne,04/12/2014,Coalition,2
Melbourne,04/12/2014,Labor,6
Perth,04/12/2014,Coalition,5
Sydney,04/12/2014,Coalition,3
Sydney,04/12/2014,Labor,3
Adelaide,05/12/2014,Greens,2
Adelaide,05/12/2014,Labor,6
Adelaide,05/12/2014,Coalition,10
Armidale,05/12/2014,Coalition,2
Brisbane,05/12/2014,Greens,3
Brisbane,05/12/2014,Independent,3
Brisbane,05/12/2014,Labor,9
Brisbane,05/12/2014,Coalition,27
Darwin,05/12/2014,CLP,2
Devonport,05/12/2014,Coalition,2
Hobart,05/12/2014,Coalition,2
Hobart,05/12/2014,Labor,4
Launceston,05/12/2014,Coalition,2
Melbourne,05/12/2014,Greens,2
Melbourne,05/12/2014,Labor,18
Melbourne,05/12/2014,Coalition,28
Perth,05/12/2014,Greens,2
Perth,05/12/2014,Labor,3
Perth,05/12/2014,Coalition,18
Rockhampton,05/12/2014,Coalition,2
Roma,05/12/2014,Coalition,2
Sydney,05/12/2014,Greens,3
Sydney,05/12/2014,Labor,10
Sydney,05/12/2014,Coalition,27
Townsville,05/12/2014,Coalition,2
Wellcamp,05/12/2014,Coalition,2
Hobart,06/12/2014,Coalition,2
Melbourne,06/12/2014,Coalition,3
Sydney,06/12/2014,Coalition,3
Tamworth,06/12/2014,Coalition,4
Sydney,07/12/2014,Coalition,2
Sydney,07/12/2014,Greens,2
Alice Springs,08/12/2014,Labor,3
Brisbane,08/12/2014,Coalition,2
Darwin,08/12/2014,Labor,4
Melbourne,08/12/2014,Labor,2
Melbourne,08/12/2014,Coalition,6
Sydney,08/12/2014,Coalition,3
Sydney,08/12/2014,Labor,4
Adelaide,09/12/2014,Labor,2
Brisbane,09/12/2014,Coalition,4
Brisbane,09/12/2014,Labor,4
Melbourne,09/12/2014,Coalition,2
Melbourne,09/12/2014,Labor,3
Sydney,09/12/2014,Labor,3
Sydney,09/12/2014,Coalition,5
Adelaide,10/12/2014,Labor,2
Adelaide,10/12/2014,Coalition,7
Brisbane,10/12/2014,Coalition,4
Cairns,10/12/2014,Coalition,2
Melbourne,10/12/2014,Labor,2
Melbourne,10/12/2014,Coalition,4
Sydney,10/12/2014,Labor,4
Sydney,10/12/2014,Coalition,10
Brisbane,11/12/2014,Coalition,4
Melbourne,11/12/2014,Labor,3
Melbourne,11/12/2014,Coalition,8
Perth,11/12/2014,Coalition,3
Sydney,11/12/2014,Labor,4
Adelaide,12/12/2014,Labor,2
Adelaide,12/12/2014,Coalition,3
Melbourne,12/12/2014,Labor,6
Sydney,12/12/2014,Coalition,3
Perth,13/12/2014,Coalition,2
Townsville,13/12/2014,AUS,2
Melbourne,14/12/2014,Coalition,2
Roma,14/12/2014,Coalition,2
Sydney,15/12/2014,Labor,2
Sydney,15/12/2014,Coalition,3
Brisbane,16/12/2014,Coalition,2
Melbourne,16/12/2014,Coalition,2
Melbourne,16/12/2014,Labor,3
Perth,16/12/2014,Coalition,2
Sydney,16/12/2014,Labor,2
Sydney,16/12/2014,Coalition,3
Adelaide,17/12/2014,Coalition,2
Adelaide,17/12/2014,Labor,2
Melbourne,17/12/2014,Labor,2
Sydney,17/12/2014,Coalition,4
Sydney,18/12/2014,Labor,3
Brisbane,19/12/2014,Labor,2
Melbourne,19/12/2014,Coalition,3
Sydney,20/12/2014,Coalition,2